Date,Open,High,Low,Close,Volume
2023-02-23 02:56:48.883488,100.0,102.46292415226488,100.3666308432619,101.04889100241274,385234
2023-02-24 02:56:48.883488,101.04889100241274,101.75246338199693,100.67454135501059,100.82024543352324,650383
2023-02-25 02:56:48.883488,100.82024543352324,102.24675717680357,101.37608257131025,102.18582339230875,813180
2023-02-26 02:56:48.883488,102.18582339230875,106.08090759388993,105.07445392181528,105.3990424250925,2569840
2023-02-27 02:56:48.883488,105.3990424250925,105.69192068163657,102.97155159023129,104.95907197137993,1320851
2023-02-28 02:56:48.883488,104.95907197137993,104.93224717102076,104.29803576279143,104.52097241984796,512865
2023-03-01 02:56:48.883488,104.52097241984796,108.8949985383678,107.92752594122025,107.92882699663843,1275091
2023-03-02 02:56:48.883488,107.92882699663843,110.34946958653576,108.75702267571512,109.65298474771564,461325
2023-03-03 02:56:48.883488,109.65298474771564,109.82322623910663,107.96606065595472,108.68254563036497,1718317
2023-03-04 02:56:48.883488,108.68254563036497,110.51159941315501,108.89264388556897,109.92325146561876,790126
2023-03-05 02:56:48.883488,109.92325146561876,110.39909909567872,107.21196344393125,108.96361884728418,954260
2023-03-06 02:56:48.883488,108.96361884728418,108.22079147206405,107.1835703686026,108.00736933721507,1940408
2023-03-07 02:56:48.883488,108.00736933721507,110.83902369749103,107.75041169220194,108.58558944640038,525407
2023-03-08 02:56:48.883488,108.58558944640038,105.2818813815345,103.57848342360627,104.56125792944356,497301
2023-03-09 02:56:48.883488,104.56125792944356,102.8205693775286,100.22778062976248,101.06609849046282,746918
2023-03-10 02:56:48.883488,101.06609849046282,100.18376451001009,99.79208289449292,99.98588166824842,1680664
2023-03-11 02:56:48.883488,99.98588166824842,98.6684682476721,97.77058034287136,98.02988393479846,467819
2023-03-12 02:56:48.883488,98.02988393479846,99.1748551295949,96.71951549843513,98.69727300691652,242663
2023-03-13 02:56:48.883488,98.69727300691652,97.2801721968683,96.35337101251774,96.96953290842755,798053
2023-03-14 02:56:48.883488,96.96953290842755,94.71604829391471,93.14717312572354,94.31599197395005,1317677
2023-03-15 02:56:48.883488,94.31599197395005,97.67820675569227,97.11193000400947,97.17016664071141,1822357
2023-03-16 02:56:48.883488,97.17016664071141,97.33599089138917,96.51231216165077,96.78075966935431,793278
2023-03-17 02:56:48.883488,96.78075966935431,96.98363870614405,95.64072957980721,96.96002448752397,814066
2023-03-18 02:56:48.883488,96.96002448752397,96.30307733865591,93.04927595968094,94.28327469180479,1780599
